commit_sha,n_train_sessions,n_heldout_sessions,session_macro_accuracy_mean,session_macro_accuracy_sd,session_macro_balanced_accuracy_mean,session_macro_balanced_accuracy_sd,session_macro_walk_recall_mean,session_macro_walk_recall_sd,session_macro_stop_recall_mean,session_macro_stop_recall_sd,min_session_balanced_accuracy,max_session_balanced_accuracy,total_runs,collapse_count
25047c459adb0205705cd17abc37bdd952343e45,1,8,0.8078231292517006,0.07468600877973043,0.8046752164136155,0.06511955189277423,0.792235883424408,0.13032587086757205,0.817114549402823,0.14238239261135702,0.6848994025263583,0.8632885969752526,72,3
25047c459adb0205705cd17abc37bdd952343e45,2,8,0.8146683673469388,0.0948380180507646,0.817012387046629,0.07938092643928159,0.8262750455373407,0.1396977805780445,0.8077497285559174,0.17652977267961756,0.6659457823819441,0.8922574654539198,72,0
25047c459adb0205705cd17abc37bdd952343e45,4,8,0.8306972789115646,0.07067648622254698,0.8307468272191666,0.05996693054774714,0.8309426229508197,0.11331277609696254,0.8305510314875135,0.13390545963591413,0.7258207104418457,0.8974772016636704,72,0
25047c459adb0205705cd17abc37bdd952343e45,7,8,0.8440051020408164,0.03541287850574408,0.8366768791940336,0.04636470214466073,0.8077185792349727,0.12845214728732604,0.8656351791530944,0.07109851397099236,0.770625300368452,0.8965486552393158,24,0
