holdout_session,n_train_sessions,combo_index,train_sessions,model_seed,commit_sha,n_training_windows,n_training_stop,n_training_walk,selected_features,raw_accuracy,raw_balanced_accuracy,accuracy,balanced_accuracy,walk_recall,stop_recall,walk_support,stop_support,n_windows,dominant_fraction,collapse_warning
ses-06,1,1,ses-01,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;84;82;9;83;70;43;15;16;36;23;3;19;18;51;1;6;46;45;74;2;11;75,0.7204081632653061,0.7476282017052027,0.7408163265306122,0.7655702105694095,0.8633879781420765,0.6677524429967426,366,614,980,0.5306122448979592,False
ses-06,1,1,ses-01,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;84;82;9;83;70;43;15;16;36;23;3;19;18;51;1;6;46;45;74;2;11;75,0.7204081632653061,0.7476282017052027,0.7408163265306122,0.7655702105694095,0.8633879781420765,0.6677524429967426,366,614,980,0.5306122448979592,False
ses-06,1,1,ses-01,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;84;82;9;83;70;43;15;16;36;23;3;19;18;51;1;6;46;45;74;2;11;75,0.7204081632653061,0.7476282017052027,0.7408163265306122,0.7655702105694095,0.8633879781420765,0.6677524429967426,366,614,980,0.5306122448979592,False
ses-06,1,2,ses-03,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.4418367346938776,0.546835228992008,0.42959183673469387,0.5370632420213239,0.9617486338797814,0.11237785016286644,366,614,980,0.9153061224489796,True
ses-06,1,2,ses-03,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.4418367346938776,0.546835228992008,0.42959183673469387,0.5370632420213239,0.9617486338797814,0.11237785016286644,366,614,980,0.9153061224489796,True
ses-06,1,2,ses-03,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.4418367346938776,0.546835228992008,0.42959183673469387,0.5370632420213239,0.9617486338797814,0.11237785016286644,366,614,980,0.9153061224489796,True
ses-06,1,3,ses-05,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;79;10;25;66;52;64;37;8;39;12;82;43;70;84;83;46;45;62;20;19;73;18,0.7336734693877551,0.7438680336768658,0.7397959183673469,0.7520647549883412,0.8005464480874317,0.7035830618892508,366,614,980,0.5153061224489796,False
ses-06,1,3,ses-05,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;79;10;25;66;52;64;37;8;39;12;82;43;70;84;83;46;45;62;20;19;73;18,0.7336734693877551,0.7438680336768658,0.7397959183673469,0.7520647549883412,0.8005464480874317,0.7035830618892508,366,614,980,0.5153061224489796,False
ses-06,1,3,ses-05,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;79;10;25;66;52;64;37;8;39;12;82;43;70;84;83;46;45;62;20;19;73;18,0.7336734693877551,0.7438680336768658,0.7397959183673469,0.7520647549883412,0.8005464480874317,0.7035830618892508,366,614,980,0.5153061224489796,False
ses-06,2,1,ses-01;ses-02,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;84;67;82;83;19;18;23;1;6;15;11;2;43;3;10;9;22;70;46;45;75;26;16,0.7581632653061224,0.7849317384881009,0.7673469387755102,0.7928125166871363,0.8934426229508197,0.6921824104234527,366,614,980,0.5265306122448979,False
ses-06,2,1,ses-01;ses-02,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;84;67;82;83;19;18;23;1;6;15;11;2;43;3;10;9;22;70;46;45;75;26;16,0.7581632653061224,0.7849317384881009,0.7673469387755102,0.7928125166871363,0.8934426229508197,0.6921824104234527,366,614,980,0.5265306122448979,False
ses-06,2,1,ses-01;ses-02,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;84;67;82;83;19;18;23;1;6;15;11;2;43;3;10;9;22;70;46;45;75;26;16,0.7581632653061224,0.7849317384881009,0.7673469387755102,0.7928125166871363,0.8934426229508197,0.6921824104234527,366,614,980,0.5265306122448979,False
ses-06,2,2,ses-02;ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;84;67;40;82;10;83;1;6;2;11;19;18;64;20;26;37;73;7;5;3;72;74;43;21,0.5581632653061225,0.6374619533294174,0.560204081632653,0.6418495576796426,0.9644808743169399,0.31921824104234525,366,614,980,0.786734693877551,False
ses-06,2,2,ses-02;ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;84;67;40;82;10;83;1;6;2;11;19;18;64;20;26;37;73;7;5;3;72;74;43;21,0.5581632653061225,0.6374619533294174,0.560204081632653,0.6418495576796426,0.9644808743169399,0.31921824104234525,366,614,980,0.786734693877551,False
ses-06,2,2,ses-02;ses-07,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;84;67;40;82;10;83;1;6;2;11;19;18;64;20;26;37;73;7;5;3;72;74;43;21,0.5581632653061225,0.6374619533294174,0.560204081632653,0.6418495576796426,0.9644808743169399,0.31921824104234525,366,614,980,0.786734693877551,False
ses-06,2,3,ses-03;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;82;67;84;10;40;1;6;2;11;19;18;64;21;20;22;3;23;73;75;72;26;52;15;7,0.45816326530612245,0.5631752727790534,0.45816326530612245,0.5631752727790534,0.9781420765027322,0.1482084690553746,366,614,980,0.8989795918367347,False
ses-06,2,3,ses-03;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;82;67;84;10;40;1;6;2;11;19;18;64;21;20;22;3;23;73;75;72;26;52;15;7,0.45816326530612245,0.5631752727790534,0.45816326530612245,0.5631752727790534,0.9781420765027322,0.1482084690553746,366,614,980,0.8989795918367347,False
ses-06,2,3,ses-03;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;82;67;84;10;40;1;6;2;11;19;18;64;21;20;22;3;23;73;75;72;26;52;15;7,0.45816326530612245,0.5631752727790534,0.45816326530612245,0.5631752727790534,0.9781420765027322,0.1482084690553746,366,614,980,0.8989795918367347,False
ses-06,4,1,ses-01;ses-02;ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;10;1;6;2;11;19;18;83;64;3;26;20;74;15;5;7;37;73;72;46,0.7622448979591837,0.7942587351595736,0.7714285714285715,0.8037948772716754,0.9316939890710383,0.6758957654723127,366,614,980,0.5510204081632653,False
ses-06,4,1,ses-01;ses-02;ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;10;1;6;2;11;19;18;83;64;3;26;20;74;15;5;7;37;73;72;46,0.7622448979591837,0.7942587351595736,0.7714285714285715,0.8037948772716754,0.9316939890710383,0.6758957654723127,366,614,980,0.5510204081632653,False
ses-06,4,1,ses-01;ses-02;ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;10;1;6;2;11;19;18;83;64;3;26;20;74;15;5;7;37;73;72;46,0.7622448979591837,0.7942587351595736,0.7714285714285715,0.8037948772716754,0.9316939890710383,0.6758957654723127,366,614,980,0.5510204081632653,False
ses-06,4,2,ses-02;ses-04;ses-05;ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;83;64;6;1;19;18;37;2;11;20;73;72;26;52;21;43;79;46;45,0.5857142857142857,0.6594489240134565,0.5897959183673469,0.6654651928587957,0.9644808743169399,0.36644951140065146,366,614,980,0.7571428571428571,False
ses-06,4,2,ses-02;ses-04;ses-05;ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;83;64;6;1;19;18;37;2;11;20;73;72;26;52;21;43;79;46;45,0.5857142857142857,0.6594489240134565,0.5897959183673469,0.6654651928587957,0.9644808743169399,0.36644951140065146,366,614,980,0.7571428571428571,False
ses-06,4,2,ses-02;ses-04;ses-05;ses-07,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;83;64;6;1;19;18;37;2;11;20;73;72;26;52;21;43;79;46;45,0.5857142857142857,0.6594489240134565,0.5897959183673469,0.6654651928587957,0.9644808743169399,0.36644951140065146,366,614,980,0.7571428571428571,False
ses-06,4,3,ses-03;ses-04;ses-05;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;10;82;84;1;6;19;64;18;2;11;52;37;20;21;73;72;66;83;23;15;46;79,0.6469387755102041,0.6978248874174543,0.6551020408163265,0.7082020611950659,0.9180327868852459,0.498371335504886,366,614,980,0.6571428571428571,False
ses-06,4,3,ses-03;ses-04;ses-05;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;10;82;84;1;6;19;64;18;2;11;52;37;20;21;73;72;66;83;23;15;46;79,0.6469387755102041,0.6978248874174543,0.6551020408163265,0.7082020611950659,0.9180327868852459,0.498371335504886,366,614,980,0.6571428571428571,False
ses-06,4,3,ses-03;ses-04;ses-05;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;10;82;84;1;6;19;64;18;2;11;52;37;20;21;73;72;66;83;23;15;46;79,0.6469387755102041,0.6978248874174543,0.6551020408163265,0.7082020611950659,0.9180327868852459,0.498371335504886,366,614,980,0.6571428571428571,False
ses-06,7,1,ses-01;ses-02;ses-03;ses-04;ses-05;ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;64;83;37;73;20;72;23;26;15;3;46;45;74,0.786734693877551,0.8071812534486749,0.7979591836734694,0.818897848026913,0.9016393442622951,0.7361563517915309,366,614,980,0.5020408163265306,False
ses-06,7,1,ses-01;ses-02;ses-03;ses-04;ses-05;ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;64;83;37;73;20;72;23;26;15;3;46;45;74,0.786734693877551,0.8071812534486749,0.7979591836734694,0.818897848026913,0.9016393442622951,0.7361563517915309,366,614,980,0.5020408163265306,False
ses-06,7,1,ses-01;ses-02;ses-03;ses-04;ses-05;ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;64;83;37;73;20;72;23;26;15;3;46;45;74,0.786734693877551,0.8071812534486749,0.7979591836734694,0.818897848026913,0.9016393442622951,0.7361563517915309,366,614,980,0.5020408163265306,False
ses-07,1,1,ses-02,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;13;83;82;40;67;19;18;23;10;6;1;75;21;2;11;22;26;48;15;3;81;17;5;7,0.8224489795918367,0.814163151243303,0.8326530612244898,0.8250654135739841,0.7950819672131147,0.8550488599348535,366,614,980,0.6122448979591837,False
ses-07,1,1,ses-02,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;13;83;82;40;67;19;18;23;10;6;1;75;21;2;11;22;26;48;15;3;81;17;5;7,0.8224489795918367,0.814163151243303,0.8326530612244898,0.8250654135739841,0.7950819672131147,0.8550488599348535,366,614,980,0.6122448979591837,False
ses-07,1,1,ses-02,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;13;83;82;40;67;19;18;23;10;6;1;75;21;2;11;22;26;48;15;3;81;17;5;7,0.8224489795918367,0.814163151243303,0.8326530612244898,0.8250654135739841,0.7950819672131147,0.8550488599348535,366,614,980,0.6122448979591837,False
ses-07,1,2,ses-03,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.7704081632653061,0.792496573574696,0.7826530612244897,0.804475712429469,0.8907103825136612,0.7182410423452769,366,614,980,0.5091836734693878,False
ses-07,1,2,ses-03,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.7704081632653061,0.792496573574696,0.7826530612244897,0.804475712429469,0.8907103825136612,0.7182410423452769,366,614,980,0.5091836734693878,False
ses-07,1,2,ses-03,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.7704081632653061,0.792496573574696,0.7826530612244897,0.804475712429469,0.8907103825136612,0.7182410423452769,366,614,980,0.5091836734693878,False
ses-07,1,3,ses-04,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;10;82;84;83;19;18;37;6;1;15;20;21;52;64;42;2;11;36;23;39;73;75,0.7969387755102041,0.8147727879532226,0.8061224489795918,0.8215499902102135,0.8825136612021858,0.760586319218241,366,614,980,0.5204081632653061,False
ses-07,1,3,ses-04,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;10;82;84;83;19;18;37;6;1;15;20;21;52;64;42;2;11;36;23;39;73;75,0.7969387755102041,0.8147727879532226,0.8061224489795918,0.8215499902102135,0.8825136612021858,0.760586319218241,366,614,980,0.5204081632653061,False
ses-07,1,3,ses-04,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;10;82;84;83;19;18;37;6;1;15;20;21;52;64;42;2;11;36;23;39;73;75,0.7969387755102041,0.8147727879532226,0.8061224489795918,0.8215499902102135,0.8825136612021858,0.760586319218241,366,614,980,0.5204081632653061,False
ses-07,2,1,ses-01;ses-04,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;82;84;83;15;10;19;18;1;6;36;23;43;2;11;9;46;45;64;51;42;3;74,0.8275510204081633,0.8077508410316655,0.8306122448979592,0.811297413716381,0.7349726775956285,0.8876221498371335,366,614,980,0.6551020408163265,False
ses-07,2,1,ses-01;ses-04,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;82;84;83;15;10;19;18;1;6;36;23;43;2;11;9;46;45;64;51;42;3;74,0.8275510204081633,0.8077508410316655,0.8306122448979592,0.811297413716381,0.7349726775956285,0.8876221498371335,366,614,980,0.6551020408163265,False
ses-07,2,1,ses-01;ses-04,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;82;84;83;15;10;19;18;1;6;36;23;43;2;11;9;46;45;64;51;42;3;74,0.8275510204081633,0.8077508410316655,0.8306122448979592,0.811297413716381,0.7349726775956285,0.8876221498371335,366,614,980,0.6551020408163265,False
ses-07,2,2,ses-03;ses-06,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,84;13;82;40;67;10;23;1;6;19;18;2;11;22;26;83;9;64;15;7;5;73;3;72;81,0.7938775510204081,0.7615652978765063,0.7969387755102041,0.7640082946191773,0.6338797814207651,0.8941368078175895,366,614,980,0.6969387755102041,False
ses-07,2,2,ses-03;ses-06,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,84;13;82;40;67;10;23;1;6;19;18;2;11;22;26;83;9;64;15;7;5;73;3;72;81,0.7938775510204081,0.7615652978765063,0.7969387755102041,0.7640082946191773,0.6338797814207651,0.8941368078175895,366,614,980,0.6969387755102041,False
ses-07,2,2,ses-03;ses-06,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,84;13;82;40;67;10;23;1;6;19;18;2;11;22;26;83;9;64;15;7;5;73;3;72;81,0.7938775510204081,0.7615652978765063,0.7969387755102041,0.7640082946191773,0.6338797814207651,0.8941368078175895,366,614,980,0.6969387755102041,False
ses-07,2,3,ses-03;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;82;67;84;10;40;1;6;2;11;19;18;64;21;20;22;3;23;73;75;72;26;52;15;7,0.7571428571428571,0.7923942258058774,0.7642857142857142,0.8014052793649098,0.9480874316939891,0.6547231270358306,366,614,980,0.5704081632653061,False
ses-07,2,3,ses-03;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;82;67;84;10;40;1;6;2;11;19;18;64;21;20;22;3;23;73;75;72;26;52;15;7,0.7571428571428571,0.7923942258058774,0.7642857142857142,0.8014052793649098,0.9480874316939891,0.6547231270358306,366,614,980,0.5704081632653061,False
ses-07,2,3,ses-03;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;82;67;84;10;40;1;6;2;11;19;18;64;21;20;22;3;23;73;75;72;26;52;15;7,0.7571428571428571,0.7923942258058774,0.7642857142857142,0.8014052793649098,0.9480874316939891,0.6547231270358306,366,614,980,0.5704081632653061,False
ses-07,4,1,ses-02;ses-03;ses-04;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;84;67;10;82;1;6;19;18;2;11;23;64;83;21;20;15;26;73;72;3;75;37;22,0.8510204081632653,0.8590359730157883,0.8591836734693877,0.8666542069382888,0.8961748633879781,0.8371335504885994,366,614,980,0.563265306122449,False
ses-07,4,1,ses-02;ses-03;ses-04;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;84;67;10;82;1;6;19;18;2;11;23;64;83;21;20;15;26;73;72;3;75;37;22,0.8510204081632653,0.8590359730157883,0.8591836734693877,0.8666542069382888,0.8961748633879781,0.8371335504885994,366,614,980,0.563265306122449,False
ses-07,4,1,ses-02;ses-03;ses-04;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;84;67;10;82;1;6;19;18;2;11;23;64;83;21;20;15;26;73;72;3;75;37;22,0.8510204081632653,0.8590359730157883,0.8591836734693877,0.8666542069382888,0.8961748633879781,0.8371335504885994,366,614,980,0.563265306122449,False
ses-07,4,2,ses-03;ses-04;ses-05;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;10;82;84;1;6;19;64;18;2;11;52;37;20;21;73;72;66;83;23;15;46;79,0.8459183673469388,0.8433767643865364,0.85,0.8477376693188089,0.8387978142076503,0.8566775244299675,366,614,980,0.5969387755102041,False
ses-07,4,2,ses-03;ses-04;ses-05;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;10;82;84;1;6;19;64;18;2;11;52;37;20;21;73;72;66;83;23;15;46;79,0.8459183673469388,0.8433767643865364,0.85,0.8477376693188089,0.8387978142076503,0.8566775244299675,366,614,980,0.5969387755102041,False
ses-07,4,2,ses-03;ses-04;ses-05;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;10;82;84;1;6;19;64;18;2;11;52;37;20;21;73;72;66;83;23;15;46;79,0.8459183673469388,0.8433767643865364,0.85,0.8477376693188089,0.8387978142076503,0.8566775244299675,366,614,980,0.5969387755102041,False
ses-07,4,3,ses-04;ses-05;ses-06;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;10;67;82;84;6;1;19;18;64;2;11;37;83;20;52;23;26;73;72;15;46;79;45,0.8295918367346938,0.8132420213239351,0.8357142857142857,0.8192315907513216,0.7540983606557377,0.8843648208469055,366,614,980,0.6459183673469387,False
ses-07,4,3,ses-04;ses-05;ses-06;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;10;67;82;84;6;1;19;18;64;2;11;37;83;20;52;23;26;73;72;15;46;79;45,0.8295918367346938,0.8132420213239351,0.8357142857142857,0.8192315907513216,0.7540983606557377,0.8843648208469055,366,614,980,0.6459183673469387,False
ses-07,4,3,ses-04;ses-05;ses-06;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;10;67;82;84;6;1;19;18;64;2;11;37;83;20;52;23;26;73;72;15;46;79;45,0.8295918367346938,0.8132420213239351,0.8357142857142857,0.8192315907513216,0.7540983606557377,0.8843648208469055,366,614,980,0.6459183673469387,False
ses-07,7,1,ses-01;ses-02;ses-03;ses-04;ses-05;ses-06;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;19;1;6;18;83;2;11;23;64;15;26;37;73;3;72;46;9;45;20,0.8244897959183674,0.8031006924049056,0.8275510204081633,0.8071990530606432,0.726775956284153,0.8876221498371335,366,614,980,0.6581632653061225,False
ses-07,7,1,ses-01;ses-02;ses-03;ses-04;ses-05;ses-06;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;19;1;6;18;83;2;11;23;64;15;26;37;73;3;72;46;9;45;20,0.8244897959183674,0.8031006924049056,0.8275510204081633,0.8071990530606432,0.726775956284153,0.8876221498371335,366,614,980,0.6581632653061225,False
ses-07,7,1,ses-01;ses-02;ses-03;ses-04;ses-05;ses-06;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;19;1;6;18;83;2;11;23;64;15;26;37;73;3;72;46;9;45;20,0.8244897959183674,0.8031006924049056,0.8275510204081633,0.8071990530606432,0.726775956284153,0.8876221498371335,366,614,980,0.6581632653061225,False
ses-08,1,1,ses-04,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;10;82;84;83;19;18;37;6;1;15;20;21;52;64;42;2;11;36;23;39;73;75,0.7806122448979592,0.7239413680781759,0.7826530612244897,0.7261218205443121,0.5027322404371585,0.9495114006514658,366,614,980,0.7806122448979592,False
ses-08,1,1,ses-04,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;10;82;84;83;19;18;37;6;1;15;20;21;52;64;42;2;11;36;23;39;73;75,0.7806122448979592,0.7239413680781759,0.7826530612244897,0.7261218205443121,0.5027322404371585,0.9495114006514658,366,614,980,0.7806122448979592,False
ses-08,1,1,ses-04,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;10;82;84;83;19;18;37;6;1;15;20;21;52;64;42;2;11;36;23;39;73;75,0.7806122448979592,0.7239413680781759,0.7826530612244897,0.7261218205443121,0.5027322404371585,0.9495114006514658,366,614,980,0.7806122448979592,False
ses-08,1,2,ses-05,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;79;10;25;66;52;64;37;8;39;12;82;43;70;84;83;46;45;62;20;19;73;18,0.8387755102040816,0.8189156476388815,0.8469387755102041,0.826533881561382,0.7459016393442623,0.9071661237785016,366,614,980,0.6632653061224489,False
ses-08,1,2,ses-05,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;79;10;25;66;52;64;37;8;39;12;82;43;70;84;83;46;45;62;20;19;73;18,0.8387755102040816,0.8189156476388815,0.8469387755102041,0.826533881561382,0.7459016393442623,0.9071661237785016,366,614,980,0.6632653061224489,False
ses-08,1,2,ses-05,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;79;10;25;66;52;64;37;8;39;12;82;43;70;84;83;46;45;62;20;19;73;18,0.8387755102040816,0.8189156476388815,0.8469387755102041,0.826533881561382,0.7459016393442623,0.9071661237785016,366,614,980,0.6632653061224489,False
ses-08,1,3,ses-06,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;82;23;10;83;13;40;6;1;67;19;26;11;2;18;15;22;37;17;7;5;64;20;71;3,0.7479591836734694,0.6851916128228405,0.746938775510204,0.683273704633239,0.43169398907103823,0.9348534201954397,366,614,980,0.7979591836734694,False
ses-08,1,3,ses-06,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;82;23;10;83;13;40;6;1;67;19;26;11;2;18;15;22;37;17;7;5;64;20;71;3,0.7479591836734694,0.6851916128228405,0.746938775510204,0.683273704633239,0.43169398907103823,0.9348534201954397,366,614,980,0.7979591836734694,False
ses-08,1,3,ses-06,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;82;23;10;83;13;40;6;1;67;19;26;11;2;18;15;22;37;17;7;5;64;20;71;3,0.7479591836734694,0.6851916128228405,0.746938775510204,0.683273704633239,0.43169398907103823,0.9348534201954397,366,614,980,0.7979591836734694,False
ses-08,2,1,ses-01;ses-04,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;82;84;83;15;10;19;18;1;6;36;23;43;2;11;9;46;45;64;51;42;3;74,0.7836734693877551,0.731350456560047,0.7887755102040817,0.7370774817108987,0.5327868852459017,0.9413680781758957,366,614,980,0.7642857142857142,False
ses-08,2,1,ses-01;ses-04,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;82;84;83;15;10;19;18;1;6;36;23;43;2;11;9;46;45;64;51;42;3;74,0.7836734693877551,0.731350456560047,0.7887755102040817,0.7370774817108987,0.5327868852459017,0.9413680781758957,366,614,980,0.7642857142857142,False
ses-08,2,1,ses-01;ses-04,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;82;84;83;15;10;19;18;1;6;36;23;43;2;11;9;46;45;64;51;42;3;74,0.7836734693877551,0.731350456560047,0.7887755102040817,0.7370774817108987,0.5327868852459017,0.9413680781758957,366,614,980,0.7642857142857142,False
ses-08,2,2,ses-01;ses-05,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;82;84;9;43;70;83;10;16;64;19;79;18;46;45;1;6;37;15;74;23;62;36,0.8,0.7565191078834481,0.813265306122449,0.7742786707249782,0.6202185792349727,0.9283387622149837,366,614,980,0.7234693877551021,False
ses-08,2,2,ses-01;ses-05,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;82;84;9;43;70;83;10;16;64;19;79;18;46;45;1;6;37;15;74;23;62;36,0.8,0.7565191078834481,0.813265306122449,0.7742786707249782,0.6202185792349727,0.9283387622149837,366,614,980,0.7234693877551021,False
ses-08,2,2,ses-01;ses-05,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;82;84;9;43;70;83;10;16;64;19;79;18;46;45;1;6;37;15;74;23;62;36,0.8,0.7565191078834481,0.813265306122449,0.7742786707249782,0.6202185792349727,0.9283387622149837,366,614,980,0.7234693877551021,False
ses-08,2,3,ses-05;ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;64;79;52;82;37;25;66;84;20;43;1;6;39;83;74;73;2;11;19;72;18,0.8438775510204082,0.8185730051084886,0.8581632653061224,0.8338361723714423,0.7377049180327869,0.9299674267100977,366,614,980,0.6806122448979591,False
ses-08,2,3,ses-05;ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;64;79;52;82;37;25;66;84;20;43;1;6;39;83;74;73;2;11;19;72;18,0.8438775510204082,0.8185730051084886,0.8581632653061224,0.8338361723714423,0.7377049180327869,0.9299674267100977,366,614,980,0.6806122448979591,False
ses-08,2,3,ses-05;ses-07,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;64;79;52;82;37;25;66;84;20;43;1;6;39;83;74;73;2;11;19;72;18,0.8438775510204082,0.8185730051084886,0.8581632653061224,0.8338361723714423,0.7377049180327869,0.9299674267100977,366,614,980,0.6806122448979591,False
ses-08,4,1,ses-02;ses-04;ses-05;ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;83;64;6;1;19;18;37;2;11;20;73;72;26;52;21;43;79;46;45,0.7969387755102041,0.7480064434595326,0.7918367346938775,0.7411758423666364,0.5409836065573771,0.9413680781758957,366,614,980,0.7612244897959184,False
ses-08,4,1,ses-02;ses-04;ses-05;ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;83;64;6;1;19;18;37;2;11;20;73;72;26;52;21;43;79;46;45,0.7969387755102041,0.7480064434595326,0.7918367346938775,0.7411758423666364,0.5409836065573771,0.9413680781758957,366,614,980,0.7612244897959184,False
