holdout_session,n_train_sessions,combo_index,train_sessions,model_seed,commit_sha,n_training_windows,n_training_stop,n_training_walk,selected_features,raw_accuracy,raw_balanced_accuracy,accuracy,balanced_accuracy,walk_recall,stop_recall,walk_support,stop_support,n_windows,dominant_fraction,collapse_warning
ses-03,2,2,ses-05;ses-06,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;10;40;82;84;67;37;64;83;19;23;18;6;1;52;43;11;2;79;26;73;20;72;15;9,0.8540816326530613,0.8719629412078818,0.8551020408163266,0.8716736975133943,0.9371584699453552,0.8061889250814332,366,614,980,0.5285714285714286,False
ses-03,2,2,ses-05;ses-06,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;10;40;82;84;67;37;64;83;19;23;18;6;1;52;43;11;2;79;26;73;20;72;15;9,0.8540816326530613,0.8719629412078818,0.8551020408163266,0.8716736975133943,0.9371584699453552,0.8061889250814332,366,614,980,0.5285714285714286,False
ses-03,2,2,ses-05;ses-06,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;10;40;82;84;67;37;64;83;19;23;18;6;1;52;43;11;2;79;26;73;20;72;15;9,0.8540816326530613,0.8719629412078818,0.8551020408163266,0.8716736975133943,0.9371584699453552,0.8061889250814332,366,614,980,0.5285714285714286,False
ses-03,2,3,ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;82;84;1;6;64;2;11;20;19;37;18;52;74;79;3;25;73;26;7;5;72,0.8673469387755102,0.8853082002812338,0.8693877551020408,0.8869368647763478,0.9562841530054644,0.8175895765472313,366,614,980,0.5285714285714286,False
ses-03,2,3,ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;82;84;1;6;64;2;11;20;19;37;18;52;74;79;3;25;73;26;7;5;72,0.8673469387755102,0.8853082002812338,0.8693877551020408,0.8869368647763478,0.9562841530054644,0.8175895765472313,366,614,980,0.5285714285714286,False
ses-03,2,3,ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;82;84;1;6;64;2;11;20;19;37;18;52;74;79;3;25;73;26;7;5;72,0.8673469387755102,0.8853082002812338,0.8693877551020408,0.8869368647763478,0.9562841530054644,0.8175895765472313,366,614,980,0.5285714285714286,False
ses-03,4,1,ses-01;ses-04;ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;82;84;10;1;6;2;11;64;19;18;83;37;20;74;3;73;26;72;15;46;45;79,0.8959183673469387,0.8976255317634075,0.9020408163265307,0.9041668891618162,0.912568306010929,0.8957654723127035,366,614,980,0.5938775510204082,False
ses-03,4,1,ses-01;ses-04;ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;82;84;10;1;6;2;11;64;19;18;83;37;20;74;3;73;26;72;15;46;45;79,0.8959183673469387,0.8976255317634075,0.9020408163265307,0.9041668891618162,0.912568306010929,0.8957654723127035,366,614,980,0.5938775510204082,False
ses-03,4,1,ses-01;ses-04;ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;82;84;10;1;6;2;11;64;19;18;83;37;20;74;3;73;26;72;15;46;45;79,0.8959183673469387,0.8976255317634075,0.9020408163265307,0.9041668891618162,0.912568306010929,0.8957654723127035,366,614,980,0.5938775510204082,False
ses-03,4,2,ses-01;ses-05;ses-06;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;82;84;10;1;6;19;83;18;2;11;64;23;37;9;15;3;26;43;46;45;73;79,0.8928571428571429,0.900700414730959,0.8928571428571429,0.8995968387889144,0.9262295081967213,0.8729641693811075,366,614,980,0.5744897959183674,False
ses-03,4,2,ses-01;ses-05;ses-06;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;82;84;10;1;6;19;83;18;2;11;64;23;37;9;15;3;26;43;46;45;73;79,0.8928571428571429,0.900700414730959,0.8928571428571429,0.8995968387889144,0.9262295081967213,0.8729641693811075,366,614,980,0.5744897959183674,False
ses-03,4,2,ses-01;ses-05;ses-06;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;82;84;10;1;6;19;83;18;2;11;64;23;37;9;15;3;26;43;46;45;73;79,0.8928571428571429,0.900700414730959,0.8928571428571429,0.8995968387889144,0.9262295081967213,0.8729641693811075,366,614,980,0.5744897959183674,False
ses-03,4,3,ses-02;ses-04;ses-06;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;40;10;67;6;1;19;83;18;2;11;23;26;20;15;64;37;3;73;5;7;72;46,0.8806122448979592,0.8854105480500525,0.8846938775510204,0.8886678770402805,0.9043715846994536,0.8729641693811075,366,614,980,0.5826530612244898,False
ses-03,4,3,ses-02;ses-04;ses-06;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;40;10;67;6;1;19;83;18;2;11;23;26;20;15;64;37;3;73;5;7;72;46,0.8806122448979592,0.8854105480500525,0.8846938775510204,0.8886678770402805,0.9043715846994536,0.8729641693811075,366,614,980,0.5826530612244898,False
ses-03,4,3,ses-02;ses-04;ses-06;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;40;10;67;6;1;19;83;18;2;11;23;26;20;15;64;37;3;73;5;7;72;46,0.8806122448979592,0.8854105480500525,0.8846938775510204,0.8886678770402805,0.9043715846994536,0.8729641693811075,366,614,980,0.5826530612244898,False
ses-03,7,1,ses-01;ses-02;ses-04;ses-05;ses-06;ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;83;1;6;19;18;2;11;64;37;23;26;20;73;15;3;72;43;46;45,0.8877551020408163,0.8905590858119292,0.8887755102040816,0.8913734180594863,0.9016393442622951,0.8811074918566775,366,614,980,0.5887755102040816,False
ses-03,7,1,ses-01;ses-02;ses-04;ses-05;ses-06;ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;83;1;6;19;18;2;11;64;37;23;26;20;73;15;3;72;43;46;45,0.8877551020408163,0.8905590858119292,0.8887755102040816,0.8913734180594863,0.9016393442622951,0.8811074918566775,366,614,980,0.5887755102040816,False
ses-03,7,1,ses-01;ses-02;ses-04;ses-05;ses-06;ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;83;1;6;19;18;2;11;64;37;23;26;20;73;15;3;72;43;46;45,0.8877551020408163,0.8905590858119292,0.8887755102040816,0.8913734180594863,0.9016393442622951,0.8811074918566775,366,614,980,0.5887755102040816,False
ses-04,1,1,ses-03,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.826530612244898,0.8229383599437532,0.8346938775510204,0.831108381837276,0.8169398907103825,0.8452768729641694,366,614,980,0.5979591836734693,False
ses-04,1,1,ses-03,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.826530612244898,0.8229383599437532,0.8346938775510204,0.831108381837276,0.8169398907103825,0.8452768729641694,366,614,980,0.5979591836734693,False
ses-04,1,1,ses-03,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.826530612244898,0.8229383599437532,0.8346938775510204,0.831108381837276,0.8169398907103825,0.8452768729641694,366,614,980,0.5979591836734693,False
ses-04,1,2,ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;10;64;82;84;37;20;79;52;1;6;2;11;74;25;66;43;83;73;47;19;72;33,0.8775510204081632,0.8636549723216034,0.8806122448979592,0.8672015450063189,0.8142076502732241,0.9201954397394136,366,614,980,0.6459183673469387,False
ses-04,1,2,ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;10;64;82;84;37;20;79;52;1;6;2;11;74;25;66;43;83;73;47;19;72;33,0.8775510204081632,0.8636549723216034,0.8806122448979592,0.8672015450063189,0.8142076502732241,0.9201954397394136,366,614,980,0.6459183673469387,False
ses-04,1,2,ses-07,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;10;64;82;84;37;20;79;52;1;6;2;11;74;25;66;43;83;73;47;19;72;33,0.8775510204081632,0.8636549723216034,0.8806122448979592,0.8672015450063189,0.8142076502732241,0.9201954397394136,366,614,980,0.6459183673469387,False
ses-04,1,3,ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;82;10;40;84;67;1;6;2;11;20;19;18;64;3;74;37;47;26;5;7;52;73;72;15,0.7877551020408163,0.8151688293195208,0.7938775510204081,0.8233655506309963,0.9398907103825137,0.7068403908794788,366,614,980,0.5346938775510204,False
ses-04,1,3,ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;82;10;40;84;67;1;6;2;11;20;19;18;64;3;74;37;47;26;5;7;52;73;72;15,0.7877551020408163,0.8151688293195208,0.7938775510204081,0.8233655506309963,0.9398907103825137,0.7068403908794788,366,614,980,0.5346938775510204,False
ses-04,1,3,ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;82;10;40;84;67;1;6;2;11;20;19;18;64;3;74;37;47;26;5;7;52;73;72;15,0.7877551020408163,0.8151688293195208,0.7938775510204081,0.8233655506309963,0.9398907103825137,0.7068403908794788,366,614,980,0.5346938775510204,False
ses-04,2,1,ses-01;ses-06,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,40;13;84;67;82;83;23;1;6;19;18;9;15;43;11;2;10;3;26;36;70;17;22;7;5,0.85,0.8367019098983641,0.8571428571428571,0.8462647514284188,0.8032786885245902,0.8892508143322475,366,614,980,0.6306122448979592,False
ses-04,2,1,ses-01;ses-06,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,40;13;84;67;82;83;23;1;6;19;18;9;15;43;11;2;10;3;26;36;70;17;22;7;5,0.85,0.8367019098983641,0.8571428571428571,0.8462647514284188,0.8032786885245902,0.8892508143322475,366,614,980,0.6306122448979592,False
ses-04,2,1,ses-01;ses-06,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,40;13;84;67;82;83;23;1;6;19;18;9;15;43;11;2;10;3;26;36;70;17;22;7;5,0.85,0.8367019098983641,0.8571428571428571,0.8462647514284188,0.8032786885245902,0.8892508143322475,366,614,980,0.6306122448979592,False
ses-04,2,2,ses-05;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;10;82;64;84;6;1;20;37;79;52;19;2;11;18;25;66;74;73;72;46;45;39,0.8836734693877552,0.8977857282711237,0.8938775510204081,0.9081362026307827,0.9644808743169399,0.8517915309446255,366,614,980,0.5469387755102041,False
ses-04,2,2,ses-05;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;10;82;64;84;6;1;20;37;79;52;19;2;11;18;25;66;74;73;72;46;45;39,0.8836734693877552,0.8977857282711237,0.8938775510204081,0.9081362026307827,0.9644808743169399,0.8517915309446255,366,614,980,0.5469387755102041,False
ses-04,2,2,ses-05;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;10;82;64;84;6;1;20;37;79;52;19;2;11;18;25;66;74;73;72;46;45;39,0.8836734693877552,0.8977857282711237,0.8938775510204081,0.9081362026307827,0.9644808743169399,0.8517915309446255,366,614,980,0.5469387755102041,False
ses-04,2,3,ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;82;84;1;6;64;2;11;20;19;37;18;52;74;79;3;25;73;26;7;5;72,0.860204081632653,0.8746417828091348,0.860204081632653,0.875193570780157,0.9344262295081968,0.8159609120521173,366,614,980,0.5357142857142857,False
ses-04,2,3,ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;82;84;1;6;64;2;11;20;19;37;18;52;74;79;3;25;73;26;7;5;72,0.860204081632653,0.8746417828091348,0.860204081632653,0.875193570780157,0.9344262295081968,0.8159609120521173,366,614,980,0.5357142857142857,False
ses-04,2,3,ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;67;10;82;84;1;6;64;2;11;20;19;37;18;52;74;79;3;25;73;26;7;5;72,0.860204081632653,0.8746417828091348,0.860204081632653,0.875193570780157,0.9344262295081968,0.8159609120521173,366,614,980,0.5357142857142857,False
ses-04,4,1,ses-01;ses-02;ses-05;ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;83;10;19;1;6;18;64;2;11;43;37;79;70;46;45;73;74;72;23;3,0.8857142857142857,0.883412541606593,0.8928571428571429,0.8918718071946031,0.8879781420765027,0.8957654723127035,366,614,980,0.6030612244897959,False
ses-04,4,1,ses-01;ses-02;ses-05;ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;83;10;19;1;6;18;64;2;11;43;37;79;70;46;45;73;74;72;23;3,0.8857142857142857,0.883412541606593,0.8928571428571429,0.8918718071946031,0.8879781420765027,0.8957654723127035,366,614,980,0.6030612244897959,False
ses-04,4,1,ses-01;ses-02;ses-05;ses-07,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;83;10;19;1;6;18;64;2;11;43;37;79;70;46;45;73;74;72;23;3,0.8857142857142857,0.883412541606593,0.8928571428571429,0.8918718071946031,0.8879781420765027,0.8957654723127035,366,614,980,0.6030612244897959,False
ses-04,4,2,ses-01;ses-03;ses-05;ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;82;84;10;64;19;1;6;18;2;11;9;79;83;43;37;66;73;72;70;74;52;46,0.8714285714285714,0.8642868585464837,0.8795918367346939,0.8741122443530731,0.8524590163934426,0.8957654723127035,366,614,980,0.6163265306122448,False
ses-04,4,2,ses-01;ses-03;ses-05;ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;82;84;10;64;19;1;6;18;2;11;9;79;83;43;37;66;73;72;70;74;52;46,0.8714285714285714,0.8642868585464837,0.8795918367346939,0.8741122443530731,0.8524590163934426,0.8957654723127035,366,614,980,0.6163265306122448,False
ses-04,4,2,ses-01;ses-03;ses-05;ses-07,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;67;40;82;84;10;64;19;1;6;18;2;11;9;79;83;43;37;66;73;72;70;74;52;46,0.8714285714285714,0.8642868585464837,0.8795918367346939,0.8741122443530731,0.8524590163934426,0.8957654723127035,366,614,980,0.6163265306122448,False
ses-04,4,3,ses-03;ses-05;ses-06;ses-07,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;64;1;6;19;18;2;11;37;83;52;79;26;73;20;23;72;43;66;9,0.8785714285714286,0.8788157918157384,0.8857142857142857,0.8856196934906819,0.8852459016393442,0.8859934853420195,366,614,980,0.5979591836734693,False
ses-04,4,3,ses-03;ses-05;ses-06;ses-07,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;64;1;6;19;18;2;11;37;83;52;79;26;73;20;23;72;43;66;9,0.8785714285714286,0.8788157918157384,0.8857142857142857,0.8856196934906819,0.8852459016393442,0.8859934853420195,366,614,980,0.5979591836734693,False
ses-04,4,3,ses-03;ses-05;ses-06;ses-07,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;10;84;82;64;1;6;19;18;2;11;37;83;52;79;26;73;20;23;72;43;66;9,0.8785714285714286,0.8788157918157384,0.8857142857142857,0.8856196934906819,0.8852459016393442,0.8859934853420195,366,614,980,0.5979591836734693,False
ses-04,7,1,ses-01;ses-02;ses-03;ses-05;ses-06;ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;83;64;23;26;37;3;73;72;15;20;43;9;46,0.8591836734693877,0.8605845392570441,0.8704081632653061,0.8723011338352824,0.8797814207650273,0.8648208469055375,366,614,980,0.5867346938775511,False
ses-04,7,1,ses-01;ses-02;ses-03;ses-05;ses-06;ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;83;64;23;26;37;3;73;72;15;20;43;9;46,0.8591836734693877,0.8605845392570441,0.8704081632653061,0.8723011338352824,0.8797814207650273,0.8648208469055375,366,614,980,0.5867346938775511,False
ses-04,7,1,ses-01;ses-02;ses-03;ses-05;ses-06;ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;83;64;23;26;37;3;73;72;15;20;43;9;46,0.8591836734693877,0.8605845392570441,0.8704081632653061,0.8723011338352824,0.8797814207650273,0.8648208469055375,366,614,980,0.5867346938775511,False
ses-05,1,1,ses-01,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;84;82;9;83;70;43;15;16;36;23;3;19;18;51;1;6;46;45;74;2;11;75,0.8326530612244898,0.7897509834285612,0.8397959183673469,0.7960030971324825,0.6229508196721312,0.9690553745928339,366,614,980,0.7479591836734694,False
ses-05,1,1,ses-01,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;84;82;9;83;70;43;15;16;36;23;3;19;18;51;1;6;46;45;74;2;11;75,0.8326530612244898,0.7897509834285612,0.8397959183673469,0.7960030971324825,0.6229508196721312,0.9690553745928339,366,614,980,0.7479591836734694,False
ses-05,1,1,ses-01,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;40;67;84;82;9;83;70;43;15;16;36;23;3;19;18;51;1;6;46;45;74;2;11;75,0.8326530612244898,0.7897509834285612,0.8397959183673469,0.7960030971324825,0.6229508196721312,0.9690553745928339,366,614,980,0.7479591836734694,False
ses-05,1,2,ses-02,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;13;83;82;40;67;19;18;23;10;6;1;75;21;2;11;22;26;48;15;3;81;17;5;7,0.7581632653061224,0.7247868496466777,0.7673469387755102,0.7326676278457129,0.5956284153005464,0.8697068403908795,366,614,980,0.6959183673469388,False
ses-05,1,2,ses-02,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;13;83;82;40;67;19;18;23;10;6;1;75;21;2;11;22;26;48;15;3;81;17;5;7,0.7581632653061224,0.7247868496466777,0.7673469387755102,0.7326676278457129,0.5956284153005464,0.8697068403908795,366,614,980,0.6959183673469388,False
ses-05,1,2,ses-02,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,84;13;83;82;40;67;19;18;23;10;6;1;75;21;2;11;22;26;48;15;3;81;17;5;7,0.7581632653061224,0.7247868496466777,0.7673469387755102,0.7326676278457129,0.5956284153005464,0.8697068403908795,366,614,980,0.6959183673469388,False
ses-05,1,3,ses-03,42,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.8163265306122449,0.7772734554386714,0.8204081632653061,0.7810825723999217,0.6256830601092896,0.9364820846905537,366,614,980,0.726530612244898,False
ses-05,1,3,ses-03,123,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.8163265306122449,0.7772734554386714,0.8204081632653061,0.7810825723999217,0.6256830601092896,0.9364820846905537,366,614,980,0.726530612244898,False
ses-05,1,3,ses-03,2026,25047c459adb0205705cd17abc37bdd952343e45,69,45,24,13;67;40;84;82;21;10;75;19;23;18;22;1;6;48;11;2;9;64;66;73;72;15;26;52,0.8163265306122449,0.7772734554386714,0.8204081632653061,0.7810825723999217,0.6256830601092896,0.9364820846905537,366,614,980,0.726530612244898,False
ses-05,2,1,ses-01;ses-03,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;84;82;9;19;18;10;23;1;6;2;11;15;22;43;3;70;83;64;36;46;45;73,0.8030612244897959,0.7479263452056746,0.7959183673469388,0.7400188675886865,0.5191256830601093,0.9609120521172638,366,614,980,0.7816326530612245,False
ses-05,2,1,ses-01;ses-03,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;84;82;9;19;18;10;23;1;6;2;11;15;22;43;3;70;83;64;36;46;45;73,0.8030612244897959,0.7479263452056746,0.7959183673469388,0.7400188675886865,0.5191256830601093,0.9609120521172638,366,614,980,0.7816326530612245,False
ses-05,2,1,ses-01;ses-03,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;67;40;84;82;9;19;18;10;23;1;6;2;11;15;22;43;3;70;83;64;36;46;45;73,0.8030612244897959,0.7479263452056746,0.7959183673469388,0.7400188675886865,0.5191256830601093,0.9609120521172638,366,614,980,0.7816326530612245,False
ses-05,2,2,ses-04;ses-06,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;82;84;10;67;23;6;1;83;19;18;11;2;15;26;37;64;20;52;73;36;72;43;7,0.8438775510204082,0.8064336697459995,0.85,0.8129750271444083,0.6666666666666666,0.9592833876221498,366,614,980,0.7255102040816327,False
ses-05,2,2,ses-04;ses-06,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;82;84;10;67;23;6;1;83;19;18;11;2;15;26;37;64;20;52;73;36;72;43;7,0.8438775510204082,0.8064336697459995,0.85,0.8129750271444083,0.6666666666666666,0.9592833876221498,366,614,980,0.7255102040816327,False
ses-05,2,2,ses-04;ses-06,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,13;40;82;84;10;67;23;6;1;83;19;18;11;2;15;26;37;64;20;52;73;36;72;43;7,0.8438775510204082,0.8064336697459995,0.85,0.8129750271444083,0.6666666666666666,0.9592833876221498,366,614,980,0.7255102040816327,False
ses-05,2,3,ses-06;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,84;82;10;13;6;1;40;2;11;67;19;18;23;64;26;20;3;83;37;7;5;15;73;72;22,0.7785714285714286,0.7482467382211069,0.7846938775510204,0.7536845196774711,0.6311475409836066,0.8762214983713354,366,614,980,0.686734693877551,False
ses-05,2,3,ses-06;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,84;82;10;13;6;1;40;2;11;67;19;18;23;64;26;20;3;83;37;7;5;15;73;72;22,0.7785714285714286,0.7482467382211069,0.7846938775510204,0.7536845196774711,0.6311475409836066,0.8762214983713354,366,614,980,0.686734693877551,False
ses-05,2,3,ses-06;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,138,90,48,84;82;10;13;6;1;40;2;11;67;19;18;23;64;26;20;3;83;37;7;5;15;73;72;22,0.7785714285714286,0.7482467382211069,0.7846938775510204,0.7536845196774711,0.6311475409836066,0.8762214983713354,366,614,980,0.686734693877551,False
ses-05,4,1,ses-01;ses-03;ses-04;ses-06,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;10;83;19;18;23;1;6;11;2;15;9;64;26;43;36;3;73;22;72;37,0.8295918367346938,0.7828936829177124,0.8285714285714286,0.7798721987860664,0.587431693989071,0.9723127035830619,366,614,980,0.763265306122449,False
ses-05,4,1,ses-01;ses-03;ses-04;ses-06,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;10;83;19;18;23;1;6;11;2;15;9;64;26;43;36;3;73;22;72;37,0.8295918367346938,0.7828936829177124,0.8285714285714286,0.7798721987860664,0.587431693989071,0.9723127035830619,366,614,980,0.763265306122449,False
ses-05,4,1,ses-01;ses-03;ses-04;ses-06,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;40;67;84;82;10;83;19;18;23;1;6;11;2;15;9;64;26;43;36;3;73;22;72;37,0.8295918367346938,0.7828936829177124,0.8285714285714286,0.7798721987860664,0.587431693989071,0.9723127035830619,366,614,980,0.763265306122449,False
ses-05,4,2,ses-02;ses-03;ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;67;40;10;1;6;2;11;19;18;64;20;26;3;73;72;37;7;5;83;23;21;74,0.7785714285714286,0.7543164059023513,0.7836734693877551,0.7583880671401364,0.6584699453551912,0.8583061889250815,366,614,980,0.6653061224489796,False
ses-05,4,2,ses-02;ses-03;ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;67;40;10;1;6;2;11;19;18;64;20;26;3;73;72;37;7;5;83;23;21;74,0.7785714285714286,0.7543164059023513,0.7836734693877551,0.7583880671401364,0.6584699453551912,0.8583061889250815,366,614,980,0.6653061224489796,False
ses-05,4,2,ses-02;ses-03;ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;67;40;10;1;6;2;11;19;18;64;20;26;3;73;72;37;7;5;83;23;21;74,0.7785714285714286,0.7543164059023513,0.7836734693877551,0.7583880671401364,0.6584699453551912,0.8583061889250815,366,614,980,0.6653061224489796,False
ses-05,4,3,ses-02;ses-04;ses-06;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;40;10;67;6;1;19;83;18;2;11;23;26;20;15;64;37;3;73;5;7;72;46,0.8142857142857143,0.7706786992043573,0.8163265306122449,0.7728591516704936,0.6010928961748634,0.9446254071661238,366,614,980,0.7408163265306122,False
ses-05,4,3,ses-02;ses-04;ses-06;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;40;10;67;6;1;19;83;18;2;11;23;26;20;15;64;37;3;73;5;7;72;46,0.8142857142857143,0.7706786992043573,0.8163265306122449,0.7728591516704936,0.6010928961748634,0.9446254071661238,366,614,980,0.7408163265306122,False
ses-05,4,3,ses-02;ses-04;ses-06;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,276,180,96,13;84;82;40;10;67;6;1;19;83;18;2;11;23;26;20;15;64;37;3;73;5;7;72;46,0.8142857142857143,0.7706786992043573,0.8163265306122449,0.7728591516704936,0.6010928961748634,0.9446254071661238,366,614,980,0.7408163265306122,False
ses-05,7,1,ses-01;ses-02;ses-03;ses-04;ses-06;ses-07;ses-08,42,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;83;64;23;26;15;3;37;20;73;72;7;5;46,0.8142857142857143,0.7668161834072017,0.8183673469387756,0.770625300368452,0.5819672131147541,0.9592833876221498,366,614,980,0.7571428571428571,False
ses-05,7,1,ses-01;ses-02;ses-03;ses-04;ses-06;ses-07;ses-08,123,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;83;64;23;26;15;3;37;20;73;72;7;5;46,0.8142857142857143,0.7668161834072017,0.8183673469387756,0.770625300368452,0.5819672131147541,0.9592833876221498,366,614,980,0.7571428571428571,False
ses-05,7,1,ses-01;ses-02;ses-03;ses-04;ses-06;ses-07;ses-08,2026,25047c459adb0205705cd17abc37bdd952343e45,483,315,168,13;40;67;84;82;10;1;6;19;18;2;11;83;64;23;26;15;3;37;20;73;72;7;5;46,0.8142857142857143,0.7668161834072017,0.8183673469387756,0.770625300368452,0.5819672131147541,0.9592833876221498,366,614,980,0.7571428571428571,False
